"Data collected and analyzed for the article, ""Reference Rot in the Digital Humanities Literature: An Analysis of Citations Containing Website Links in DHQ,"" by Zach Coble and Jojo Karlin. Available under a Creative Commons Attribution-NonCommercial 4.0 International (CC BY-NC 4.0) license; https://creativecommons.org/licenses/by-nc/4.0/.",,,,,,,,
,,,,,,,,
article_URL,article_pubDate,article_authorLN,article_authorFN,article_title,article_publication,link_citation,link_URL,link_status
http://digitalhumanities.org/dhq/vol/7/1/000151/000151.html,2013,Kirschenbaum,Matthew,"The .txtual Condition: Digital Humanities, Born-Digital Archives, and the Future Literary",DHQ,"Keathley, Elizabeth. Blog comment. The Archive or the Trace: Cultural Permanence and the Fugitive Text. SampleReality. January 19 2010. http://www.samplereality.com/2010/01/18/the-archive-or-the-trace-cultural-permanence-and-the-fugitive-text/",http://www.samplereality.com/2010/01/18/the-archive-or-the-trace-cultural-permanence-and-the-fugitive-text/,page exists
http://digitalhumanities.org/dhq/vol/7/1/000151/000151.html,2013,Kirschenbaum,Matthew,"The .txtual Condition: Digital Humanities, Born-Digital Archives, and the Future Literary",DHQ,"Larsen, Deena. Artist’s Statement. The Deena Larsen Collection. College Park: MITH, 2009. http://mith.umd.edu/larsen/items/show/165",http://mith.umd.edu/larsen/items/show/165,page exists
http://digitalhumanities.org/dhq/vol/7/1/000151/000151.html,2013,Kirschenbaum,Matthew,"The .txtual Condition: Digital Humanities, Born-Digital Archives, and the Future Literary",DHQ,"Modern Language Association. Statement on the Significance of Primary Records. New York: MLA, 1995. www.mla.org/primary_records1",www.mla.org/primary_records1,"redirected, to same page"
http://digitalhumanities.org/dhq/vol/7/1/000151/000151.html,2013,Kirschenbaum,Matthew,"The .txtual Condition: Digital Humanities, Born-Digital Archives, and the Future Literary",DHQ,"Ross, Seamus, and Ann Gow. Digital Archaeology: Rescuing Neglected and Damaged Data Resources. Glasgow: Humanities Advanced Technology and Information Institute, 1999. http://www.ukoln.ac.uk/services/elib/papers/supporting/pdf/p2con.pdf",http://www.ukoln.ac.uk/services/elib/papers/supporting/pdf/p2con.pdf,page exists
http://digitalhumanities.org/dhq/vol/7/1/000151/000151.html,2013,Kirschenbaum,Matthew,"The .txtual Condition: Digital Humanities, Born-Digital Archives, and the Future Literary",DHQ,"Theimer, Kate. Weblog comment. Two Meanings of Archival Silences and Their Implications. ArchivesNext. March 28 2012. http://www.archivesnext.com/?p=2653",http://www.archivesnext.com/?p=2653,"page doesn't exist, site doesn't exist"
http://digitalhumanities.org/dhq/vol/7/1/000151/000151.html,2013,Kirschenbaum,Matthew,"The .txtual Condition: Digital Humanities, Born-Digital Archives, and the Future Literary",DHQ,"Thibodeau, Kenneth T. “Overview of Technological Approaches to Digital Preservation and Challenges in Coming Years”. In The State of Digital Preservation: An International Perspective. Washington DC: Council on Library and Information Resources, 2002. http://www.clir.org/pubs/reports/pub107/thibodeau.html",http://www.clir.org/pubs/reports/pub107/thibodeau.html,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Bogost, Ian, and N. Montfort. “Platform Studies: Frequently Questioned Answers”. Presented at Digital Arts and Culture, UC Irvine (2009). http://escholarship.org/uc/item/01r0k9br",http://escholarship.org/uc/item/01r0k9br,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Bogost, Ian. The Proceduralist Style. Gamasutra. 2009. http://www.gamasutra.com/view/feature/3909/persuasive_games_the_.php?print=1",http://www.gamasutra.com/view/feature/3909/persuasive_games_the_.php?print=1,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Bogost, Ian. Free Speech is Not a Marketing Plan. Gamasutra. 2010. http://www.gamasutra.com/view/feature/6158/persuasive_games_free_speech_is_.php",http://www.gamasutra.com/view/feature/6158/persuasive_games_free_speech_is_.php,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,BrooksMarlin. JFK Reloaded (thing). Everything2. November 23 2004. http://everything2.com/user/BrooksMarlin/writeups/JFK+Reloaded,http://everything2.com/user/BrooksMarlin/writeups/JFK+Reloaded,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Douglass, Jeremy. “Comments on Comments in Code”. Presented at Critical Code Studies, sponsored by University of Southern California (2010). http://thoughtmesh.net/publish/369.php",http://thoughtmesh.net/publish/369.php,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Friedman, T. “Making Sense of Software: Computer Games and Interactive Textuality”. In S.G. Jones, ed., CyberSociety: Computer-Mediated Communication and Community . Thousand Oaks: Sage Publications, 1995. pp. 73-89. http://www.duke.edu/~tlove/simcity.htm",http://www.duke.edu/~tlove/simcity.htm,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Hopkins, D. History and Future of OLPC SimCity / Micropolis. Don Hopkins. 2007. http://www.donhopkins.com/drupal/taxonomy_menu/4/49/66",http://www.donhopkins.com/drupal/taxonomy_menu/4/49/66,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Hopkins, D. SimCity Rules. Don Hopkins. 2007. http://www.donhopkins.com/drupal/node/145",http://www.donhopkins.com/drupal/node/145,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"John, T. Misogyny in code is still misogyny. Tracey Writes Stuff. 2011. http://traceyjohn.blogspot.com/2011/09/misogyny-in-code-is-still-misogyny.html",http://traceyjohn.blogspot.com/2011/09/misogyny-in-code-is-still-misogyny.html,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Juul, J. Paragaming: Good Fun with Bad Games. The Ludologist. 2009. http://www.jesperjuul.net/ludologist/?p=732",http://www.jesperjuul.net/ludologist/?p=732,"redirected, to same page"
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Kay, A. Kay, A. Email to Don Hopkins. 2007. http://www.donhopkins.com/drupal/node/134",http://www.donhopkins.com/drupal/node/134,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Marino, Mark. “Critical Code Studies”. Electronic Book Review 4 (December 4 2006). http://www.electronicbookreview.com/thread/electropoetics/codology/",http://www.electronicbookreview.com/thread/electropoetics/codology/,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Montfort, Nick. “Continuous Paper: The Early Materiality and Workings of Electronic Literature”. Presented at Modern Language Association Convention, sponsored by Modern Language Association (December 28 2004). http://nickm.com/writing/essays/continuous_paper_mla.html",http://nickm.com/writing/essays/continuous_paper_mla.html,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Murray-John, P. Twitter reply to @samplereality. Twitter. 2011. https://twitter.com/#!/patrick_mj/status/71568034640306176",https://twitter.com/#!/patrick_mj/status/71568034640306176,"redirected, to same page"
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Raley, Rita. “Code.surface || Code.depth”. Dichtung-Digital 36 (2006). http://www.dichtung-digital.org/2006/1-Raley.htm",http://www.dichtung-digital.org/2006/1-Raley.htm,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Sample, Mark. 5 BASIC Statements on Computational Literacy. SAMPLE REALITY. 2012. http://www.samplereality.com/2012/05/19/5-basic-statements-on-computational-literacy/",http://www.samplereality.com/2012/05/19/5-basic-statements-on-computational-literacy/,page exists
http://digitalhumanities.org/dhq/vol/7/1/000153/000153.html,2013,Sample,Mark,Criminal Code: Procedural Logic and Rhetorical Excess in Videogames,DHQ,"Trettien, W. Reply to @samplereality. Twitter. 2011. https://twitter.com/#!/whitneytrettien/status/71575703077916673",https://twitter.com/#!/whitneytrettien/status/71575703077916673,"redirected, to same page"
http://digitalhumanities.org/dhq/vol/7/1/000152/000152.html,2013,Frangos,Mike,The End of Literature: Machine Reading and Amitav Ghosh’s The Calcutta Chromosome,DHQ,"Kirschenbaum, Matthew G. “The Remaking of Readings: Data Mining and the Digital Humanities”. Presented at NGDM 07, National Science Foundation, sponsored by National Science Foundation (October 12 2007). Proceedings of the National Science Foundation Symposium on Next Generation of Data Mining and Cyber-Enabled Discovery for Innovation (2007). http://www.cs.umbc.edu/~hillol/NGDM07/abstracts/talks/MKirschenbaum.pdf",http://www.cs.umbc.edu/~hillol/NGDM07/abstracts/talks/MKirschenbaum.pdf,page exists
http://digitalhumanities.org/dhq/vol/7/1/000147/000147.html,2013,Wharton,Robin,"Digital Humanities, Copyright Law, and the Literary",DHQ,"Liu, Alan. “Where is Cultural Criticism in the Digital Humanities?”. The History and Future of the Digital Humanities. Presented at MLA Convention, sponsored by Modern Language Association (2011). http://liu.english.ucsb.edu/where-is-cultural-criticism-in-the-digital-humanities/",http://liu.english.ucsb.edu/where-is-cultural-criticism-in-the-digital-humanities/,page exists
http://digitalhumanities.org/dhq/vol/7/1/000147/000147.html,2013,Wharton,Robin,"Digital Humanities, Copyright Law, and the Literary",DHQ,Modern Language Association. Guidelines for Evaluating Work with Digital Media in the Modern Languages. Modern Language Association. 2012. http://www.mla.org/resources/documents/rep_it/guidelines_evaluation_digital,http://www.mla.org/resources/documents/rep_it/guidelines_evaluation_digital,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000147/000147.html,2013,Wharton,Robin,"Digital Humanities, Copyright Law, and the Literary",DHQ,"Oxford English Dictionary. literature, n. The Oxford English Dictionary Online. Oxford: Oxford University Press, 2012. http://www.oed.com",http://www.oed.com,page exists
http://digitalhumanities.org/dhq/vol/7/1/000147/000147.html,2013,Wharton,Robin,"Digital Humanities, Copyright Law, and the Literary",DHQ,"Ramsay, Stephen. “Who’s In and Who’s Out”. The History and Future of the Digital Humanities. Presented at MLA, sponsored by Modern Language Association (2011). http://lenz.unl.edu/wordpress/?p=325",http://lenz.unl.edu/wordpress/?p=325,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000147/000147.html,2013,Wharton,Robin,"Digital Humanities, Copyright Law, and the Literary",DHQ,"Ramsay, Stephen. On Building. January 11 2011. http://lenz.unl.edu/papers/2011/01/11/on-building.html",http://lenz.unl.edu/papers/2011/01/11/on-building.html,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000147/000147.html,2013,Wharton,Robin,"Digital Humanities, Copyright Law, and the Literary",DHQ,"Warning: Biblio formatting not applied. Schofield, Jack. US says it's OK to jailbreak an iPhone, and take excerpts from DVDs. ZDNet UK. 26 July 2010. http://www.zdnet.co.uk/blogs/jacks-blog-10017212/us-says-its-ok-to-jailbreak-an-iphone-and-take-excerpts-from-dvds-10018104/",http://www.zdnet.co.uk/blogs/jacks-blog-10017212/us-says-its-ok-to-jailbreak-an-iphone-and-take-excerpts-from-dvds-10018104/,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000147/000147.html,2013,Wharton,Robin,"Digital Humanities, Copyright Law, and the Literary",DHQ,"United States Register of Copyrights. Rulemaking on Exemptions from Prohibition on Circumvention of Technological Measures that Control Access to Copyrighted Works. Recommendation of the Register of Copyrights in RM 2008–8; Rulemaking on Exemptions from Prohibition on Circumvention of Technological Measures that Control Access to Copyrighted Works. United States Register of Copyrights, June 11 2010. http://www.copyright.gov/1201/2010/initialed-registers-recommendation-june-11-2010.pdf",http://www.copyright.gov/1201/2010/initialed-registers-recommendation-june-11-2010.pdf,page exists
http://digitalhumanities.org/dhq/vol/7/1/000146/000146.html,2013,Clement,Tanya,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,DHQ,"Becker, S., M. Shröder and W. Barry. Rule-based Prosody Prediction for German Text-to-Speech Synthesis. 2006. http://www.dfki.de/~schroed/articles/becker_etal2006.pdf",http://www.dfki.de/~schroed/articles/becker_etal2006.pdf,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000146/000146.html,2013,Clement,Tanya,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,DHQ,"Chow, R., and J. Steintrager. “In Pursuit of the Object of Sound: An Introduction”. differences 22: 2-3 (2011), pp. 1-9. http://differences.dukejournals.org/content/22/2-3/1.full.pdf",http://differences.dukejournals.org/content/22/2-3/1.full.pdf,"redirected, to same page"
http://digitalhumanities.org/dhq/vol/7/1/000146/000146.html,2013,Clement,Tanya,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,DHQ,"Davis, R., R.H. Schrobe and P. Szolovits. “What is a Knowledge Representation?”. AI Magazine 14: 1 (1993), pp. 17-33. http://www.medg.lcs.mit.edu/ftp/psz/k-rep.html",http://www.medg.lcs.mit.edu/ftp/psz/k-rep.html,"redirected, to same page"
http://digitalhumanities.org/dhq/vol/7/1/000146/000146.html,2013,Clement,Tanya,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,DHQ,"Drucker, Johanna. “Humanities Approaches to Graphical Display”. Digital Humanities Quarterly 5: 1 (2011). http://digitalhumanities.org/dhq/vol/5/1/000091/000091.html",http://digitalhumanities.org/dhq/vol/5/1/000091/000091.html,page exists
http://digitalhumanities.org/dhq/vol/7/1/000146/000146.html,2013,Clement,Tanya,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,DHQ,"Jolas, E. Introduction. http://www.davidson.edu/academic/english/Little_Magazines/transition/manifesto.html",http://www.davidson.edu/academic/english/Little_Magazines/transition/manifesto.html,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000146/000146.html,2013,Clement,Tanya,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,DHQ,MARY. Adding support for a new language to MARY TTS. MARY Text To Speech. September 8 2011. http://mary.opendfki.de/wiki/NewLanguageSupport,http://mary.opendfki.de/wiki/NewLanguageSupport,"page doesn't exist, site doesn't exist"
http://digitalhumanities.org/dhq/vol/7/1/000146/000146.html,2013,Clement,Tanya,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,DHQ,"Salkind, W. Two Portraits: Matisse and Picasso. Gertrude Stein Aloud. January 2011. http://www.gertrudesteinaloud.com/matissepicasso.php",http://www.gertrudesteinaloud.com/matissepicasso.php,"page doesn't exist, site doesn't exist"
http://digitalhumanities.org/dhq/vol/7/1/000146/000146.html,2013,Clement,Tanya,Sounding for Meaning: Using Theories of Knowledge Representation to Analyze Aural Patterns in Texts,DHQ,"Unsworth, John. “What is Humanities Computing, and What is Not?”. Jahrbuch für Computerphilologie 4 (2002). http://computerphilologie.uni-muenchen.de/jg02/unsworth.html",http://computerphilologie.uni-muenchen.de/jg02/unsworth.html,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,Cervantes Virtual Portal de la Cultural Chicana. Cervantes Virtual Portal de la Cultural Chicana. http://bib.cervantesvirtual.com/portal/Lchicana/,http://bib.cervantesvirtual.com/portal/Lchicana/,page exists
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"Cochinos, Richard. Introduction to the Theory of Cellular Automata and One-Dimensional Traffic Simulation. 2000. http://theory.org/complexity/traffic/",http://theory.org/complexity/traffic/,page exists
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"Harper, D., ed. Online Dictionary of Etymology, 2010-2012. 2010-2012. http://www.etymonline.com/index.php?l=a",http://www.etymonline.com/index.php?l=a,page exists
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"Howlett, Peter. A Toolkit for Travelling Facts. London School of Economics and Political Sciences website. How well do facts travel? 2011. http://www2.lse.ac.uk/economicHistory/Research/facts/AboutTheProject.aspx",http://www2.lse.ac.uk/economicHistory/Research/facts/AboutTheProject.aspx,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"Jaramillo, Juan. . Relación hecha por el capitán Juan Jaramillo, de la jornada que había hecho a la Tierra Nueva en Nueva España y al descubrimiento de Cíbola, yendo por General, Francisco Vázquez Coronado (Año de 1537). Alicante: Biblioteca Virtual Miguel de Cervantes, 2004. http://bib.cervantesvirtual.com/servlet/SirveObras/04705179799137228754480/p0000001.htm#I_0_",http://bib.cervantesvirtual.com/servlet/SirveObras/04705179799137228754480/p0000001.htm#I_0_,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"Morfi, Juan Agustin de. “ Diario y derrotero, 1777–1781. Compendio del diario del viaje a las Provincias Internas [de fray Juan Agustín Morfi]: Chihuahua, 26 Abril 1778”. In History of Texas, 1673–1779. New York: Arno, 1967. http://biblioteca.universia.net/autor/Morfi,%20Juan%20Agust%C3%ADn.html","http://biblioteca.universia.net/autor/Morfi,%20Juan%20Agust%C3%ADn.html","page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"Ortiz, Alex. The Tewa World: Space, Time, Being and Becoming in a Pueblo Society. Chicago: University of Chicago Press, 1969. http://www.ipl.org/div/natam/bin/browse.pl/B1377",http://www.ipl.org/div/natam/bin/browse.pl/B1377,page exists
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"Ortiz, Alex. New Perspectives on the Pueblos. Albuquerque: University of New Mexico Press, 1972. http://www.ipl.org/div/natam/bin/browse.pl/B1378",http://www.ipl.org/div/natam/bin/browse.pl/B1378,page exists
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,Real Academia Española. Diccionario de la Lengua Española. 2001. http://www.rae.es/rae.html,http://www.rae.es/rae.html,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,U.S. Bureau of the Census. U.S. Bureau of the Census. 1970. http://www.census.gov/,http://www.census.gov/,page exists
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"United Nations. United Nations Educational, Scientific and Cultural Organization. http://www.unesco.org/new/en/unesco/",http://www.unesco.org/new/en/unesco/,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,"Vázquez Coronado, Francisco. Carta de Francisco Vázquez Coronado al Emperador, dándole cuenta de la expedición a la Provincia de Quivira y de la inexactitud de lo referido a Fr. Marcos de Niza, acerca de aquel país. Alicante: Biblioteca Virtual Miguel de Cervantes, 2004. http://bib.cervantesvirtual.com/servlet/SirveObras/dhmex/78030620982381685354679/index.htm",http://bib.cervantesvirtual.com/servlet/SirveObras/dhmex/78030620982381685354679/index.htm,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000142/000142.html,2013,Roman,Belinda,An Agent-based Model for the Humanities,DHQ,,,page exists
http://digitalhumanities.org/dhq/vol/7/1/000145/000145.html,2013,Arriaga,Eduard A.,Modeling Afro-Latin American Artistic Representations in Topic Maps: Cuba’s Prominence in Latin American Discourse,DHQ,Duncan. El Afrorealismo: una dimensión nueva de la literatura latinoamericana. Itsmo. Jan. 25 de 2005. http://collaborations.denison.edu/istmo/n10/articulos/Afrorealismo.html,http://collaborations.denison.edu/istmo/n10/articulos/Afrorealismo.html,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/1/000145/000145.html,2013,Arriaga,Eduard A.,Modeling Afro-Latin American Artistic Representations in Topic Maps: Cuba’s Prominence in Latin American Discourse,DHQ,"Fox, Patricia D. What Are Topic Maps? 2002. http://www.xml.com/pub/a/2002/09/11/topicmaps.html",http://www.xml.com/pub/a/2002/09/11/topicmaps.html,page exists
http://digitalhumanities.org/dhq/vol/7/1/000145/000145.html,2013,Arriaga,Eduard A.,Modeling Afro-Latin American Artistic Representations in Topic Maps: Cuba’s Prominence in Latin American Discourse,DHQ,"Garshol, Lars Maria. The Linear Topic Map Notation: Definition and Introduction. Ver. 1.3. 2006. http://www.ontopia.net/download/ltm.html",http://www.ontopia.net/download/ltm.html,page exists
http://digitalhumanities.org/dhq/vol/7/2/000159/000159.html,2013,Price,Daniel,"Curating Digital Spaces, Making Visual Arguments: A Case Study in New Media Presentations of Ancient Objects",DHQ,"Drucker, Johanna. “Humanities Approaches to Graphical Display”. Digital Humanities Quarterly 5: 1 (2011). http://digitalhumanities.org/dhq/vol/5/1/000091/000091.html",http://digitalhumanities.org/dhq/vol/5/1/000091/000091.html,page exists
http://digitalhumanities.org/dhq/vol/7/2/000159/000159.html,2013,Price,Daniel,"Curating Digital Spaces, Making Visual Arguments: A Case Study in New Media Presentations of Ancient Objects",DHQ,"Zöllner-Weber, Amélie. “Ontologies and Logic Reasoning as Tools in Humanities?”. Digital Humanities Quarterly 3: 4 (2009). http://www.digitalhumanities.org/dhq/vol/003/4/000068/000068.html",http://www.digitalhumanities.org/dhq/vol/003/4/000068/000068.html,page exists
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Abbott, D., S. Jones and S. Ross. “Curating Digital Records of Performance”. Presented at CIDOC (2008). http://network.icom.museum/fileadmin/user_upload/minisites/cidoc/ConferencePapers/2008/67_papers.pdf",http://network.icom.museum/fileadmin/user_upload/minisites/cidoc/ConferencePapers/2008/67_papers.pdf,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Alvarado, R. The Digital Humanities Situation. 2011. http://transducer.ontoligent.com/?p=717",http://transducer.ontoligent.com/?p=717,page exists
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Unsworth, John, et al. Our Cultural Commonwealth: The Report of the American Council of Learned Societies Commission on Cyberinfrastructure for the Humanities and Social Sciences. The ACLS Report. 2006. http://www.acls.org/cyberinfrastructure/ourculturalcommonwealth.pdf",http://www.acls.org/cyberinfrastructure/ourculturalcommonwealth.pdf,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,Warning: Biblio formatting not applied. Daniel E.Atkins. Revolutionizing Science and Engineering Through Cyberinfrastructure: Report of the National Science Foundation Blue-Ribbon Advisory Panel on Cyberinfrastructure. The Atkins Report. Arlington. National Science Foundation. 2003. http://www.nsf.gov/od/oci/reports/atkins.pdf,http://www.nsf.gov/od/oci/reports/atkins.pdf,"page doesn't exist, site exists"
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Becker, C., et al. Systematic Planning for Digital Preservation: Evaluating Potential Strategies and Building Preservation Plans. 2009. http://www.ifs.tuwien.ac.at/~becker/pubs/becker-ijdl2009.pdf",http://www.ifs.tuwien.ac.at/~becker/pubs/becker-ijdl2009.pdf,page exists
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Bollier, D. The Promise and Peril of Big Data. 2011. http://dx.doi.org/10.1080/1369118X.2012.678878",http://dx.doi.org/10.1080/1369118X.2012.678878,page exists
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Borgman, Christine L. “The Digital Future is Now: A Call to Action for the Humanities”. Digital Humanities Quarterly 3: 4 (2009). http://www.digitalhumanities.org/dhq/vol/3/4/000077/000077.html",http://www.digitalhumanities.org/dhq/vol/3/4/000077/000077.html,page exists
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Constantopoulos, P., and C. Dallas. Aspects of a Digital Curation Agenda for Digital Heritage. 2007. http://panteion.academia.edu/CostisDallas/Papers/967349/Aspects_of_a_Digital_Curation_Agenda_for_Cultural_Heritage",http://panteion.academia.edu/CostisDallas/Papers/967349/Aspects_of_a_Digital_Curation_Agenda_for_Cultural_Heritage,page exists
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Crosas, M. The Dataverse Network: An Open-Source Application for Sharing, Discovering, and Preserving Data. 2011. http://www.dlib.org/dlib/january11/crosas/01crosas.html",http://www.dlib.org/dlib/january11/crosas/01crosas.html,page exists
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Flanders, Julia, Wendell Piez and Melissa Terras. “Welcome to Digital Humanities Quarterly”. Digital Humanities Quarterly 1: 1 (2007). http://digitalhumanities.org/dhq/vol/1/1/000007/000007.html",http://digitalhumanities.org/dhq/vol/1/1/000007/000007.html,page exists
http://digitalhumanities.org/dhq/vol/7/2/000163/000163.html,2013,Poole,Alex,Now is the Future Now? The Urgency of Digital Curation in the Digital Humanities,DHQ,"Friedlander, Amy. “Asking Questions and Building a Research Agenda for Digital Scholarship”. In Working Together or Apart: Promoting the Next Generation of Digital Scholarship. pp. 1-15. http://www.clir.org/pubs/reports/reports/pub145/pub145.pdf",http://www.clir.org/pubs/reports/reports/pub145/pub145.pdf,"page doesn't exist, site exists"
